"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"unknown","SO",202108,0,24,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,NA
"unknown","SO",202109,2,26,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,50
"unknown","SO",202110,1,27,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"unknown","SO",202111,4,31,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,25
"unknown","SO",202112,0,31,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202009,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202010,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202011,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202012,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202013,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202014,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202015,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202016,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202017,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202018,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202019,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202020,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202021,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202022,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202023,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202024,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202025,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202026,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202027,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202028,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202029,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202030,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202031,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202032,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202033,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202034,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202035,2,2,0.002,0.2,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,50
"unknown","SZ",202036,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202037,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202038,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202039,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","SZ",202040,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202041,2,4,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,50
"unknown","SZ",202042,0,4,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202043,0,4,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202044,0,4,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202045,0,4,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202046,1,5,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202047,0,5,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202048,2,7,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202049,0,7,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202050,2,9,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202051,0,9,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202052,2,11,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202053,2,13,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202101,2,15,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202102,0,15,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202103,0,15,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202104,1,16,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202105,1,17,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,100
"unknown","SZ",202106,0,17,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202107,0,17,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","SZ",202108,1,18,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,NA
"unknown","SZ",202109,0,18,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,NA
"unknown","SZ",202110,0,18,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"unknown","SZ",202111,0,18,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"unknown","SZ",202112,3,21,0.003,0.3,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202009,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202010,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202011,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202012,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202013,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202014,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202015,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202016,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202017,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202018,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202019,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202020,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202021,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202022,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202023,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TG",202024,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202025,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202026,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202027,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202028,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202029,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202030,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202031,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202032,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202033,1,1,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202034,1,2,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202035,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202036,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202037,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202038,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202039,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TG",202040,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202041,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202042,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202043,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202044,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202045,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202046,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202047,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202048,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202049,1,3,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202050,0,3,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202051,0,3,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202052,0,3,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202053,0,3,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202101,1,4,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202102,0,4,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202103,0,4,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202104,1,5,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202105,0,5,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202106,0,5,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202107,2,7,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"unknown","TG",202108,0,7,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,NA
"unknown","TG",202109,1,8,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,NA
"unknown","TG",202110,0,8,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"unknown","TG",202111,1,9,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"unknown","TG",202112,0,9,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202009,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202010,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202011,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202012,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202013,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202014,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202015,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202016,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202017,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202018,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202019,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202020,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202021,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202022,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202023,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","TI",202024,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202025,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202026,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202027,1,1,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202028,0,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202029,0,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202030,0,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202031,0,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202032,0,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202033,0,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202034,0,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202035,1,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202036,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202037,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202038,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202039,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","TI",202040,0,2,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,NA
